pool_index,nombre,provincia_id,lat,lng,image_url
329,Copacabana,6,-30.6429020291104,-64.4995043048417,
330,Amanao,3,-27.5349731302927,-66.5053368941792,
331,Lucio V. López,21,-32.7153962408456,-61.0174588271492,
332,Nueva Delicia,14,-26.1817287082965,-54.5912164492971,
333,Las Caleras,6,-32.3888032444727,-64.5214358049346,
334,La Toma,19,-33.0544967292574,-65.6213756393883,
335,Colonia Malligasta,12,-29.1980640659613,-67.3981725015383,
336,Sierra Chica,2,-36.8448834486469,-60.2267518257223,
337,Tamangueyú,2,-38.2019905359123,-58.739146939682,
338,Margarita,21,-29.687649602218,-60.2531843946388,
339,El Cuy,16,-39.9260942582871,-68.3427538524034,
340,La Higuera,6,-31.0132902934693,-65.1028961989253,
341,Benito Legerén,8,-31.4346390911775,-58.0719424917441,
342,Bermejo,18,-31.5885052091725,-67.6569924992168,
343,Malvinas Argentinas,6,-31.3742535756696,-64.0536917332686,
344,Manuel García Fernández,24,-26.9557033913379,-65.272073063004,
345,Puerto Madryn,5,-42.7672814961937,-65.0366755877063,
346,Laguna Paiva,21,-31.3073577549174,-60.6599224679659,
347,Laborde,6,-33.1548398413497,-62.8574761898126,
348,Margarita Belén,4,-27.2590568299922,-58.9705547398788,
349,Ferré,2,-34.1225764933129,-61.1333856353918,
350,Choya,3,-27.5210492835342,-66.3838425629266,
351,Videla,21,-30.9429218479973,-60.6570125965506,
352,San Miguel,12,-29.178242612745,-67.4744219919575,
353,Arroyo Ventana,16,-41.6654413470312,-66.0942475588998,
354,D'Orbigny,2,-37.6765455742887,-61.707744337486,
355,San Enrique,2,-35.7698421793855,-60.350450153264,
356,Federal,8,-30.9562142806914,-58.7795875052823,
357,Coronel Cornejo,17,-22.7369036928268,-63.8188965074591,
358,Buena Vista,3,-27.5057204577168,-66.022880509377,
359,El Bobadal,22,-26.7240419064587,-64.3963648827359,
360,Quilino,6,-30.2141741753478,-64.4993682465442,
361,Calingasta,18,-31.3345240273629,-69.4207034984075,
362,General Acha,11,-37.3782127768943,-64.6042187341506,
363,Las Marianas,2,-35.0529402662696,-59.5127026169849,
364,Todd,2,-34.0335541163485,-60.1552705427843,
365,Uquía,10,-23.303592710159,-65.3560791065859,
366,Colonia General Roca,8,-31.3508509297983,-58.0850767832094,
367,San Genaro Norte,21,-32.3649521820216,-61.3371671845922,
368,Salazar,2,-36.3071820120069,-62.2029985679908,
369,San Genaro,21,-32.3716513477851,-61.3599440342638,
370,Colonia Valtelina,6,-31.0536627278608,-62.234464021568,
371,12 de Octubre,2,-35.6051664542091,-60.9191473234903,
372,Huanguelén,2,-37.0588752626612,-61.9325411165077,
373,San Carlos,7,-27.7436223924694,-55.8984316807213,
374,Banco Payaguá,9,-26.7074221967841,-58.3383398190948,
375,Cascada,2,-37.292500093337,-62.2971962042407,
376,Barrio Chivilcoy,13,-33.0419589980266,-68.3527068774072,
377,Las Peñas,6,-32.5347057052658,-64.1045725963687,
378,Las Plumas,5,-43.7216248834969,-67.2842377970135,
379,Capitán Sarmiento,2,-34.1712798488744,-59.7935986802151,
380,Verónica,2,-35.3874096593697,-57.3381716096861,
381,Los Cedros,6,-31.526484535565,-64.2814214559366,
382,La Rioja,12,-29.412884219358,-66.8558279775847,
383,Mogna,18,-30.6953846370268,-68.3603076169169,
384,Santa Cruz,3,-28.5009225087712,-65.664118478515,
385,Juan Bautista Alberdi,2,-34.4385163313831,-61.8120901544653,
386,Sauce Pinto,8,-31.8430823355075,-60.3716007205911,
387,San Alberto,14,-26.8082370998635,-54.9894731619228,
388,San Miguel,14,-26.8536577633327,-54.8887924064813,
389,Santa Trinidad,2,-37.4876926359872,-61.9258558367656,
390,Alcira Gigena,6,-32.7588292300939,-64.3340334156491,
391,Villa Mugueta,21,-33.3119649556946,-61.0562946555637,
392,Chazón,6,-33.0778686830531,-63.2750688076142,
393,San Jaime de la Frontera,8,-30.3403401359976,-58.3069291581191,
394,Venados Grandes,4,-27.8163479454318,-61.3828840983219,
395,Coronel Seguí,2,-34.8674400521518,-60.3929714439828,
396,Villa de Leales,24,-27.1938307365674,-65.3102425138808,
397,Cintra,6,-32.3063318200183,-62.6516060754802,
398,Santa Lucía,7,-28.9898522481525,-59.1007625543369,
399,Ciudad de Maipú,13,-32.9811590584922,-68.7951731079071,
400,Larroque,8,-33.0365215310336,-58.9990862025396,
401,Pichincha,2,-34.5791984775085,-62.3516306573346,
402,Monte de los Gauchos,6,-33.6390864181845,-63.8896728302675,
403,Campo Los Andes,13,-33.7003219358023,-69.1764950169006,
404,Santa Rosa de los Pastos Grandes,17,-24.4676152734848,-66.6735664588287,
405,Sarmiento,21,-31.0588068148206,-61.1671974799289,
406,Colonia Suiza,16,-41.09453426104,-71.5086139742413,
407,Anjullón,12,-28.7238472248338,-66.9233840560209,
408,Dorrego,13,-32.918910717642,-68.8330630594375,
409,Pedro Gómez Cello,21,-30.038474096133,-60.3152433947699,
410,Marcos Juárez,6,-32.6906362907814,-62.1011265194652,
411,Aldea San Isidro (El Cimarrón),8,-30.9741023051628,-58.9964135435597,
412,Ceibalito,17,-25.1102342981988,-64.2751997462448,
413,Ex Ingenio Esperanza,24,-26.8450218892077,-65.0890946482249,
414,Salto Encantado,14,-27.0873225759686,-54.8333673267174,
415,Chosmes,19,-33.4039796111002,-66.8035503663637,
416,Santa Eleodora,2,-34.6945082719613,-62.6955805417506,
417,Conesa,2,-33.5958037996128,-60.3557411992853,
418,Colonia Ortiz de Ocampo,12,-30.962785080594,-66.1766930299756,
419,Barrio Los Charabones,13,-32.9961930922983,-68.278228450411,
420,Los Altares,5,-43.8861146804746,-68.4116439963048,
421,Barrio Blanco,16,-39.0352780689805,-67.7930920348891,
422,Vuelta de la Barranca,22,-27.8914989472381,-64.1956914760943,
423,Arroyo Cabral,6,-32.489493401271,-63.4023757740179,
424,Tío Pujio,6,-32.2870733284187,-63.3536812962105,
425,Potrero de los Funes,19,-33.2173981922507,-66.2312695846812,
426,Puerto Bermejo Viejo,4,-26.9269363002325,-58.5091157065524,
427,Sinsacate,6,-30.9429292725557,-64.0940329405365,
428,Campo Gallo,22,-26.5839525416973,-62.8470501510851,
429,El Hueco,3,-28.4220705786785,-65.7117637445973,
430,Juella,10,-23.5226619916908,-65.4000137514936,
431,El Ramblón,8,-31.8468764834646,-60.1012521230134,
432,El Rodeo,6,-30.1752381164085,-63.8641311942201,
433,Alta Gracia,6,-31.6497921262742,-64.429871976201,
434,Villa Alpina,6,-31.956360003836,-64.8134564861105,
435,Villa Quinteros,24,-27.2528891446981,-65.5492035203704,
436,Casa de Piedra,3,-29.6045481364721,-65.5197363815238,
437,Ushuaia,23,-54.8074039816905,-68.3037571781958,
438,Barrio Los Jarilleros,13,-32.7163045405058,-68.652106137092,
439,Iltico,24,-27.3357762348,-65.6544317317101,
440,Soledad,21,-30.6196492468845,-60.9145137681214,
441,Lavalle,7,-29.0233312186356,-59.1791542656857,
442,Dragones,17,-23.2487552042526,-63.3410248586497,
443,El Lindero,3,-27.4531060000311,-66.0045034471386,
444,Real del Padre,13,-34.8425320666885,-67.7689248662427,
445,Colonia Nueva Coneta,3,-28.5787147136839,-65.83646106419,
446,Lago Rosario,5,-43.2471603987484,-71.3489468113621,
447,Maco,22,-27.8702632502969,-64.216593203346,
448,Achiras,6,-33.1744471620908,-64.9920618144743,
449,Romang,21,-29.4995978982009,-59.7477023849584,
450,Manuel B. Gonnet,2,-35.5179958813353,-61.0012935115833,
451,El Charco,22,-27.234888152151,-64.6978220260635,
452,Carlos Salas,2,-35.3923376387191,-61.9926284372325,
453,Capioví,14,-26.9283151085215,-55.0572981188178,
454,Trongé,2,-36.4631732121695,-62.4847272635948,
455,Cavour,21,-31.3648044588544,-61.0165431998554,
456,Plaza Luxardo,6,-31.3017479888334,-62.229167343835,
